trade_id,trade_date,settle_date,security_id,side,quantity,price,counterparty,book
T105132,2026-04-24,2026-04-26,VOD.L,BUY,5407,425.96,Citi,EQ-LDN
T105133,2026-04-23,2026-04-26,MSFT,SELL,3223,67.77,JP Morgan,EQ-LDN
T105134,2026-04-19,2026-04-28,MSFT,SELL,3243,341.58,UBS,EQ-NY
T105135,2026-04-21,2026-04-26,GOOG,BUY,2900,97.23,UBS,EQ-HK
T105136,2026-04-25,2026-04-26,GOOG,SELL,423,220.49,UBS,EQ-LDN
T105137,2026-04-18,2026-04-27,GOOG,SELL,2302,55.71,Goldman Sachs,EQ-HK
T105138,2026-04-25,2026-04-26,AAPL,SELL,6302,197.89,UBS,EQ-NY
T105139,2026-04-22,2026-04-28,GOOG,SELL,7542,126.21,UBS,EQ-LDN
T105140,2026-04-23,2026-04-26,AMZN,BUY,1894,300.32,Barclays,EQ-HK
T105141,2026-04-20,2026-04-27,VOD.L,SELL,2442,280.52,Citi,EQ-NY
T105142,2026-04-19,2026-04-26,TSLA,BUY,3145,406.97,UBS,EQ-NY
T105143,2026-04-22,2026-04-26,TSLA,BUY,1407,337.98,Goldman Sachs,EQ-LDN
T105144,2026-04-17,2026-04-26,AMZN,BUY,1555,371.58,Barclays,EQ-NY
T105145,2026-04-22,2026-04-27,HSBA.L,BUY,9254,91.62,Goldman Sachs,EQ-NY
T105146,2026-04-25,2026-04-28,JPM,BUY,5491,62.49,Morgan Stanley,EQ-LDN
T105147,2026-04-19,2026-04-28,TSLA,BUY,2639,486.29,UBS,EQ-HK
T105148,2026-04-25,2026-04-27,AAPL,BUY,3718,242.16,Goldman Sachs,EQ-NY
T105149,2026-04-17,2026-04-27,HSBA.L,SELL,2478,227.74,Goldman Sachs,EQ-HK
T105150,2026-04-21,2026-04-26,GS,SELL,9166,65.76,Barclays,EQ-HK
T105151,2026-04-19,2026-04-28,AAPL,BUY,2305,103.51,Morgan Stanley,EQ-HK
T105152,2026-04-21,2026-04-27,MSFT,SELL,1239,473.21,Morgan Stanley,EQ-LDN
T105153,2026-04-23,2026-04-28,TSLA,SELL,3691,362.68,UBS,EQ-NY
T105154,2026-04-23,2026-04-26,JPM,SELL,4814,234.15,Citi,EQ-LDN
T105155,2026-04-21,2026-04-27,GOOG,SELL,4814,457.02,JP Morgan,EQ-HK
T105156,2026-04-23,2026-04-28,GOOG,BUY,9837,315.45,JP Morgan,EQ-NY
T105157,2026-04-19,2026-04-28,VOD.L,SELL,4767,385.91,Barclays,EQ-HK
T105158,2026-04-18,2026-04-26,JPM,BUY,8557,244.22,UBS,EQ-HK
T105159,2026-04-26,2026-04-27,MSFT,SELL,8393,244.19,Barclays,EQ-LDN
T105160,2026-04-23,2026-04-28,BAC,SELL,7954,81.1638,Citi,EQ-LDN
T105161,2026-04-23,2026-04-26,TSLA,BUY,7258,380.29,UBS,EQ-NY
T105162,2026-04-25,2026-04-28,VOD.L,BUY,4073,94.6,Morgan Stanley,EQ-NY
T105163,2026-04-21,2026-04-26,JPM,BUY,9826,393.92,JP Morgan,EQ-HK
T105164,2026-04-24,2026-04-28,GS,SELL,2369,135.89,Goldman Sachs,EQ-HK
T105165,2026-04-20,2026-04-28,AAPL,SELL,2583,161.32,JP Morgan,EQ-HK
T105166,2026-04-22,2026-04-26,MSFT,SELL,1313,463.05,UBS,EQ-LDN
T105167,2026-04-23,2026-04-27,JPM,BUY,4835,262.21,Citi,EQ-NY
T105168,2026-04-22,2026-04-26,TSLA,BUY,4529,106.36,JP Morgan,EQ-LDN
T105169,2026-04-19,2026-04-27,AAPL,BUY,9198,457.29,Goldman Sachs,EQ-LDN
T105170,2026-04-24,2026-04-28,JPM,BUY,9873,253.58,Morgan Stanley,EQ-HK
T105171,2026-04-20,2026-04-28,AMZN,BUY,9896,108.75,Morgan Stanley,EQ-HK
T105172,2026-04-21,2026-04-26,VOD.L,SELL,6095,225.87,UBS,EQ-HK
T105173,2026-04-26,2026-04-26,JPM,BUY,669,315.2,JP Morgan,EQ-LDN
T105174,2026-04-20,2026-04-27,AMZN,BUY,8195,213.05,UBS,EQ-HK
T105175,2026-04-20,2026-04-27,AAPL,SELL,1645,465.95,JP Morgan,EQ-LDN
T105176,2026-04-26,2026-04-27,AAPL,BUY,1008,171.36,Barclays,EQ-LDN
T105177,2026-04-18,2026-04-26,AAPL,BUY,4562,129.12,UBS,EQ-LDN
T105178,2026-04-21,2026-04-28,BAC,BUY,4183,149.43,JP Morgan,EQ-NY
T105179,2026-04-25,2026-04-26,JPM,BUY,3440,87.69,Barclays,EQ-LDN
T105180,2026-04-22,2026-04-28,AMZN,SELL,7047,253.53,UBS,EQ-HK
T105181,2026-04-23,2026-04-26,GOOG,BUY,7139,445.25,Morgan Stanley,EQ-HK
T105182,2026-04-20,2026-04-26,GS,SELL,7212,188.337,Citi,EQ-NY
T105183,2026-04-19,2026-04-27,GS,BUY,2525,166.25,Barclays,EQ-HK
T105184,2026-04-26,2026-04-28,AMZN,SELL,7255,426.82,UBS,EQ-HK
T105185,2026-04-22,2026-04-26,GOOG,SELL,9305,187.7,Goldman Sachs,EQ-HK
T105186,2026-04-24,2026-04-26,MSFT,BUY,6770,264.6,Citi,EQ-NY
T105187,2026-04-26,2026-04-28,BAC,SELL,1972,64.06,Morgan Stanley,EQ-LDN
T105188,2026-04-24,2026-04-26,AMZN,SELL,5009,179.18,Citi,EQ-NY
T105189,2026-04-21,2026-04-28,TSLA,SELL,8497,108.75,Citi,EQ-NY
T105190,2026-04-20,2026-04-27,VOD.L,BUY,915,97.63,Barclays,EQ-HK
T105191,2026-04-19,2026-04-27,VOD.L,SELL,165,244.14,JP Morgan,EQ-HK
T105192,2026-04-23,2026-04-28,HSBA.L,SELL,2151,174.8,Goldman Sachs,EQ-NY
T105193,2026-04-24,2026-04-27,GS,SELL,102,124.9,JP Morgan,EQ-LDN
T105194,2026-04-22,2026-04-28,AAPL,BUY,7526,280.17,Citi,EQ-NY
T105195,2026-04-18,2026-04-26,TSLA,BUY,424,402.82,Goldman Sachs,EQ-LDN
T105196,2026-04-21,2026-04-26,MSFT,SELL,6234,380.69,UBS,EQ-HK
T105197,2026-04-18,2026-04-28,GOOG,SELL,704,162.84,UBS,EQ-NY
T105198,2026-04-21,2026-04-26,MSFT,BUY,4991,168.41,JP Morgan,EQ-LDN
T105199,2026-04-25,2026-04-27,GS,SELL,2682,379.36,Citi,EQ-NY
T105200,2026-04-22,2026-04-26,AAPL,BUY,3222,300.73,JP Morgan,EQ-NY
T105201,2026-04-18,2026-04-26,GOOG,SELL,8076,384.09,JP Morgan,EQ-HK
T105202,2026-04-19,2026-04-28,AMZN,SELL,3214,50.61,Barclays,EQ-LDN
T105203,2026-04-20,2026-04-27,HSBA.L,BUY,446,89.21,Citi,EQ-LDN
T105204,2026-04-26,2026-04-26,GOOG,BUY,3543,410.89,Morgan Stanley,EQ-LDN
T105205,2026-04-23,2026-04-26,GS,SELL,2354,433.0,JP Morgan,EQ-LDN
T105206,2026-04-20,2026-04-28,MSFT,BUY,8402,204.55,UBS,EQ-LDN
T105207,2026-04-20,2026-04-28,VOD.L,SELL,122,481.25,Citi,EQ-HK
T105208,2026-04-21,2026-04-27,MSFT,SELL,3916,185.71,Citi,EQ-NY
T105211,2026-04-17,2026-04-28,HSBA.L,SELL,6153,302.81,JP Morgan,EQ-LDN
T105212,2026-04-24,2026-04-28,GS,BUY,3915,339.47,Citi,EQ-HK
T105213,2026-04-23,2026-04-27,TSLA,SELL,9038,109.9,Citi,EQ-NY
T105214,2026-04-24,2026-04-28,HSBA.L,SELL,614,66.7,JP Morgan,EQ-NY
T105215,2026-04-26,2026-04-27,HSBA.L,SELL,6387,242.06,UBS,EQ-NY
T105216,2026-04-17,2026-04-27,GS,SELL,3139,122.16,Barclays,EQ-LDN
T105217,2026-04-22,2026-04-26,BAC,BUY,5961,297.02,Citi,EQ-HK
T105218,2026-04-26,2026-04-26,HSBA.L,SELL,2956,254.14,Goldman Sachs,EQ-NY
T105219,2026-04-26,2026-04-27,GOOG,SELL,2441,104.94,UBS,EQ-LDN
T105220,2026-04-25,2026-04-26,BAC,SELL,8616,349.6,Goldman Sachs,EQ-HK
T105221,2026-04-23,2026-04-26,GS,SELL,6436,59.22,JP Morgan,EQ-NY
T105222,2026-04-21,2026-04-28,JPM,BUY,3462,106.87,Morgan Stanley,EQ-LDN
T105223,2026-04-19,2026-04-26,JPM,BUY,7906,365.07,JP Morgan,EQ-NY
T105224,2026-04-24,2026-04-27,TSLA,BUY,3590,287.53,JP Morgan,EQ-LDN
T105225,2026-04-26,2026-04-26,AMZN,SELL,2607,176.87,JP Morgan,EQ-HK
T105226,2026-04-24,2026-04-28,HSBA.L,SELL,8248,131.11,Citi,EQ-NY
T105227,2026-04-24,2026-04-27,MSFT,BUY,5267,339.03,UBS,EQ-LDN
T105228,2026-04-22,2026-04-26,AMZN,BUY,3278,142.52,UBS,EQ-LDN
T105229,2026-04-23,2026-04-27,AMZN,SELL,7531,493.07,Morgan Stanley,EQ-LDN
T105230,2026-04-23,2026-04-26,BAC,BUY,3424,441.19,Goldman Sachs,EQ-HK
T105231,2026-04-18,2026-04-28,GOOG,SELL,9854,109.47,Goldman Sachs,EQ-LDN
T105232,2026-04-20,2026-04-26,JPM,SELL,1644,436.62,Goldman Sachs,EQ-NY
T105233,2026-04-23,2026-04-27,VOD.L,SELL,5951,205.27,JP Morgan,EQ-HK
T105234,2026-04-24,2026-04-27,GOOG,SELL,8817,270.49,Morgan Stanley,EQ-NY
T105235,2026-04-21,2026-04-27,JPM,SELL,6272,114.27,JP Morgan,EQ-LDN
T105236,2026-04-24,2026-04-26,VOD.L,SELL,5206,103.36,Morgan Stanley,EQ-LDN
T105237,2026-04-21,2026-04-26,HSBA.L,SELL,6386,439.47,Barclays,EQ-NY
T105238,2026-04-18,2026-04-26,AAPL,SELL,9132,333.46,UBS,EQ-NY
T105239,2026-04-21,2026-04-28,GS,BUY,2365,257.21,Citi,EQ-HK
T105240,2026-04-23,2026-04-28,AAPL,BUY,9004,66.27,Citi,EQ-LDN
T105241,2026-04-22,2026-04-28,GOOG,BUY,8358,464.88,Citi,EQ-HK
T105242,2026-04-21,2026-04-27,TSLA,BUY,9052,219.24,JP Morgan,EQ-LDN
T105243,2026-04-24,2026-04-27,GOOG,SELL,6387,237.49,Barclays,EQ-NY
T105244,2026-04-19,2026-04-27,BAC,BUY,5360,180.41,Goldman Sachs,EQ-HK
T105245,2026-04-23,2026-04-27,VOD.L,BUY,8756,451.08,Citi,EQ-LDN
T105246,2026-04-19,2026-04-27,VOD.L,SELL,4291,205.06,Barclays,EQ-NY
T105247,2026-04-17,2026-04-26,HSBA.L,BUY,4999,128.41,Citi,EQ-HK
T105248,2026-04-17,2026-04-27,AAPL,BUY,1567,275.25,UBS,EQ-HK
T105249,2026-04-24,2026-04-26,HSBA.L,BUY,4952,401.67,Citi,EQ-HK
T105250,2026-04-17,2026-04-28,AAPL,BUY,6201,217.1,UBS,EQ-NY
T105251,2026-04-20,2026-04-28,VOD.L,SELL,7647,343.42,Citi,EQ-HK
T105252,2026-04-18,2026-04-28,GOOG,BUY,2860,186.9,Citi,EQ-LDN
T105253,2026-04-23,2026-04-28,TSLA,BUY,6521,373.89,UBS,EQ-NY
T105254,2026-04-19,2026-04-28,VOD.L,BUY,1493,350.93,Citi,EQ-HK
T105255,2026-04-24,2026-04-27,AMZN,BUY,3793,356.34,Barclays,EQ-NY
T105256,2026-04-20,2026-04-27,JPM,SELL,5478,340.66,Goldman Sachs,EQ-LDN
T105257,2026-04-24,2026-04-27,AAPL,SELL,1799,120.34,JP Morgan,EQ-HK
T105258,2026-04-20,2026-04-28,AAPL,BUY,1220,449.6,Citi,EQ-NY
T105259,2026-04-17,2026-04-28,BAC,SELL,5429,313.59,Goldman Sachs,EQ-NY
T105260,2026-04-17,2026-04-26,HSBA.L,SELL,1671,222.07,Morgan Stanley,EQ-LDN
T105261,2026-04-21,2026-04-27,GS,SELL,828,127.55,Morgan Stanley,EQ-LDN
T105262,2026-04-25,2026-04-28,GS,SELL,715,402.61,JP Morgan,EQ-NY
T105263,2026-04-24,2026-04-28,BAC,BUY,470,279.07,Citi,EQ-HK
T105264,2026-04-21,2026-04-28,VOD.L,SELL,6867,116.28,Citi,EQ-HK
T105265,2026-04-23,2026-04-26,AAPL,BUY,5438,464.64,UBS,EQ-NY
T105266,2026-04-21,2026-04-28,MSFT,BUY,5042,97.74,JP Morgan,EQ-LDN
T105267,2026-04-26,2026-04-26,TSLA,BUY,9239,285.9,Barclays,EQ-HK
T105268,2026-04-17,2026-04-26,AMZN,BUY,1219,324.76,Citi,EQ-HK
T105269,2026-04-26,2026-04-27,GOOG,BUY,9747,499.54,UBS,EQ-LDN
T105270,2026-04-24,2026-04-28,GOOG,BUY,6431,113.41,JP Morgan,EQ-LDN
T105271,2026-04-19,2026-04-26,GS,BUY,7119,326.1,JP Morgan,EQ-LDN
T105272,2026-04-19,2026-04-28,GS,BUY,2522,264.52,Barclays,EQ-NY
T105273,2026-04-23,2026-04-27,BAC,BUY,7690,165.7,Barclays,EQ-NY
T105274,2026-04-21,2026-04-27,AAPL,BUY,9632,473.99,Goldman Sachs,EQ-NY
T105275,2026-04-19,2026-04-26,HSBA.L,SELL,9810,405.88,Morgan Stanley,EQ-LDN
T105276,2026-04-20,2026-04-27,GOOG,SELL,5925,399.68,JP Morgan,EQ-NY
T105277,2026-04-20,2026-04-27,AAPL,SELL,6860,454.63,Goldman Sachs,EQ-LDN
T105278,2026-04-23,2026-04-27,AMZN,BUY,9002,376.27,UBS,EQ-NY
T105279,2026-04-18,2026-04-28,TSLA,BUY,4670,278.03,UBS,EQ-NY
T105280,2026-04-17,2026-04-28,TSLA,BUY,673,226.19,Morgan Stanley,EQ-HK
T105281,2026-04-21,2026-04-26,GOOG,BUY,607,366.86,UBS,EQ-LDN
T105282,2026-04-24,2026-04-26,MSFT,BUY,6835,321.27,Morgan Stanley,EQ-HK
T105283,2026-04-22,2026-04-27,BAC,SELL,2322,294.29,UBS,EQ-LDN
T105284,2026-04-22,2026-04-27,GOOG,SELL,7788,315.08,UBS,EQ-NY
T105285,2026-04-22,2026-04-26,AMZN,BUY,1394,344.91,JP Morgan,EQ-NY
T105286,2026-04-19,2026-04-27,MSFT,BUY,9989,485.92,Barclays,EQ-NY
T105287,2026-04-18,2026-04-26,JPM,SELL,887,388.92,JP Morgan,EQ-LDN
T105288,2026-04-18,2026-04-28,VOD.L,SELL,4767,129.39,Goldman Sachs,EQ-LDN
T105289,2026-04-21,2026-04-27,GS,SELL,2333,260.05,Barclays,EQ-NY
T105290,2026-04-21,2026-04-27,GS,BUY,8878,355.21,JP Morgan,EQ-HK
T105291,2026-04-18,2026-04-27,MSFT,BUY,4125,129.04,Barclays,EQ-NY
T105292,2026-04-23,2026-04-28,GOOG,BUY,3349,469.72,Barclays,EQ-NY
T105293,2026-04-21,2026-04-28,GS,BUY,6171,84.66,Barclays,EQ-NY
T105294,2026-04-23,2026-04-27,AAPL,SELL,4136,324.94,UBS,EQ-NY
T105295,2026-04-26,2026-04-26,GS,SELL,8847,489.17,Barclays,EQ-HK
T105296,2026-04-20,2026-04-28,TSLA,BUY,1809,377.54,UBS,EQ-HK
T105297,2026-04-17,2026-04-27,GS,SELL,5312,354.77,Citi,EQ-HK
T105298,2026-04-21,2026-04-27,JPM,BUY,1610,498.84,Barclays,EQ-LDN
T105299,2026-04-18,2026-04-28,BAC,SELL,6003,406.31,UBS,EQ-NY
T105300,2026-04-20,2026-04-26,MSFT,BUY,8267,486.63,Barclays,EQ-LDN
T105301,2026-04-20,2026-04-27,AAPL,SELL,7652,364.5,Goldman Sachs,EQ-NY
T105302,2026-04-25,2026-04-26,JPM,SELL,3606,349.46,JP Morgan,EQ-HK
T105303,2026-04-18,2026-04-26,TSLA,SELL,6178,393.16,Citi,EQ-NY
T105304,2026-04-17,2026-04-28,GOOG,BUY,6532,134.94,Barclays,EQ-HK
T105305,2026-04-18,2026-04-27,VOD.L,SELL,3733,412.6,Goldman Sachs,EQ-NY
T105306,2026-04-21,2026-04-27,TSLA,BUY,1561,486.56,JP Morgan,EQ-NY
T105307,2026-04-24,2026-04-26,MSFT,BUY,6014,325.24,Morgan Stanley,EQ-HK
T105308,2026-04-26,2026-04-28,MSFT,SELL,6452,55.56,Citi,EQ-NY
T105309,2026-04-23,2026-04-28,MSFT,BUY,2271,82.44,Citi,EQ-HK
T105311,2026-04-26,2026-04-26,MSFT,BUY,8694,270.99,Morgan Stanley,EQ-NY
T105312,2026-04-24,2026-04-26,BAC,BUY,8575,236.19,JP Morgan,EQ-HK
T105313,2026-04-23,2026-04-27,BAC,SELL,6906,490.65,JP Morgan,EQ-LDN
T105314,2026-04-19,2026-04-28,BAC,BUY,6215,475.51,Barclays,EQ-LDN
T105315,2026-04-18,2026-04-26,MSFT,SELL,8532,226.73,Goldman Sachs,EQ-NY
T105316,2026-04-24,2026-04-28,BAC,BUY,4756,407.44,Barclays,EQ-HK
T105317,2026-04-21,2026-04-26,HSBA.L,BUY,8992,336.36,Goldman Sachs,EQ-LDN
T105318,2026-04-17,2026-04-27,GS,BUY,2770,159.41,Barclays,EQ-LDN
T105319,2026-04-22,2026-04-28,GS,BUY,4460,469.03,Goldman Sachs,EQ-HK
T105320,2026-04-21,2026-04-26,MSFT,BUY,2912,166.78,UBS,EQ-LDN
T105321,2026-04-23,2026-04-28,AMZN,BUY,2426,441.65,Goldman Sachs,EQ-LDN
T105322,2026-04-17,2026-04-26,JPM,BUY,2896,336.94,Goldman Sachs,EQ-NY
T105323,2026-04-21,2026-04-26,VOD.L,BUY,7146,329.51,JP Morgan,EQ-NY
T105324,2026-04-20,2026-04-26,JPM,BUY,2306,427.28,Morgan Stanley,EQ-HK
T105325,2026-04-18,2026-04-28,HSBA.L,SELL,5279,272.44,Barclays,EQ-HK
T105326,2026-04-17,2026-04-26,JPM,SELL,1710,434.02,JP Morgan,EQ-LDN
T105327,2026-04-20,2026-04-27,HSBA.L,BUY,8779,297.6,Morgan Stanley,EQ-NY
T105328,2026-04-21,2026-04-28,HSBA.L,BUY,564,493.09,JP Morgan,EQ-HK
T105329,2026-04-26,2026-04-27,JPM,BUY,4423,346.97,Citi,EQ-LDN
T105330,2026-04-25,2026-04-27,VOD.L,SELL,8957,218.33,JP Morgan,EQ-NY
T105331,2026-04-26,2026-04-28,HSBA.L,SELL,6132,393.51,Barclays,EQ-HK
T105332,2026-04-18,2026-04-26,BAC,SELL,9781,279.45,Citi,EQ-NY
T105333,2026-04-17,2026-04-27,AAPL,BUY,7065,412.71,UBS,EQ-LDN
T105334,2026-04-17,2026-04-28,AAPL,BUY,898,425.06,JP Morgan,EQ-LDN
T105336,2026-04-20,2026-04-28,MSFT,BUY,3340,442.48,Goldman Sachs,EQ-NY
T105337,2026-04-25,2026-04-28,TSLA,BUY,3455,231.54,Morgan Stanley,EQ-HK
T105338,2026-04-21,2026-04-28,BAC,SELL,4029,75.82,Barclays,EQ-HK
T105339,2026-04-23,2026-04-26,BAC,BUY,1054,348.19,UBS,EQ-LDN
T105340,2026-04-26,2026-04-27,TSLA,SELL,8655,394.0,Barclays,EQ-LDN
T105341,2026-04-26,2026-04-27,MSFT,SELL,7788,82.76,Barclays,EQ-LDN
T105342,2026-04-22,2026-04-28,AAPL,BUY,5122,396.91,Goldman Sachs,EQ-LDN
T105343,2026-04-25,2026-04-28,VOD.L,SELL,7684,337.62,Morgan Stanley,EQ-NY
T105344,2026-04-23,2026-04-26,HSBA.L,BUY,6502,102.39,Citi,EQ-LDN
T105345,2026-04-26,2026-04-28,TSLA,SELL,9207,292.97,Morgan Stanley,EQ-LDN
T105346,2026-04-23,2026-04-28,VOD.L,BUY,1874,98.93,UBS,EQ-HK
T105347,2026-04-21,2026-04-28,GOOG,BUY,3465,194.73,Citi,EQ-NY
T105348,2026-04-17,2026-04-27,HSBA.L,BUY,8114,411.79,Citi,EQ-LDN
T105349,2026-04-23,2026-04-28,JPM,BUY,9286,95.36,Morgan Stanley,EQ-NY
T105350,2026-04-26,2026-04-27,BAC,SELL,7525,256.72,Goldman Sachs,EQ-LDN
T105351,2026-04-20,2026-04-26,HSBA.L,SELL,3121,322.57,UBS,EQ-NY
T105352,2026-04-25,2026-04-26,JPM,BUY,4337,473.23,Goldman Sachs,EQ-LDN
T105353,2026-04-18,2026-04-27,AAPL,BUY,6494,381.77,Goldman Sachs,EQ-LDN
T105354,2026-04-24,2026-04-27,JPM,BUY,3917,112.66,Citi,EQ-NY
T105355,2026-04-19,2026-04-27,JPM,SELL,9362,485.99,Barclays,EQ-LDN
T105356,2026-04-19,2026-04-27,AMZN,SELL,860,265.08,Barclays,EQ-LDN
T105357,2026-04-24,2026-04-28,TSLA,BUY,4551,216.37,Barclays,EQ-NY
T105358,2026-04-23,2026-04-27,HSBA.L,SELL,4727,107.92,Citi,EQ-HK
T105359,2026-04-25,2026-04-27,TSLA,BUY,2839,470.07,JP Morgan,EQ-HK
T105360,2026-04-23,2026-04-27,HSBA.L,SELL,7539,313.79,Goldman Sachs,EQ-LDN
T105361,2026-04-18,2026-04-28,BAC,BUY,5648,494.59,Morgan Stanley,EQ-NY
T105362,2026-04-25,2026-04-28,GS,BUY,6891,128.24,UBS,EQ-HK
T105363,2026-04-24,2026-04-28,TSLA,BUY,8016,295.63,JP Morgan,EQ-NY
T105364,2026-04-23,2026-04-26,TSLA,SELL,6945,99.45,Barclays,EQ-HK
T105365,2026-04-22,2026-04-28,BAC,BUY,6967,285.92,Citi,EQ-LDN
T105366,2026-04-26,2026-04-27,HSBA.L,SELL,9208,450.41,JP Morgan,EQ-NY
T105367,2026-04-20,2026-04-28,BAC,SELL,4043,99.19,Citi,EQ-LDN
T105368,2026-04-17,2026-04-28,VOD.L,BUY,3560,171.34,JP Morgan,EQ-LDN
T105369,2026-04-20,2026-04-27,JPM,BUY,1592,357.08,Goldman Sachs,EQ-LDN
T105370,2026-04-18,2026-04-28,BAC,BUY,3721,84.33,Goldman Sachs,EQ-NY
T105371,2026-04-23,2026-04-26,HSBA.L,SELL,9018,254.29,Citi,EQ-HK
T105372,2026-04-21,2026-04-28,AAPL,SELL,9901,199.88,Morgan Stanley,EQ-LDN
T105373,2026-04-25,2026-04-26,BAC,SELL,5118,427.17,UBS,EQ-NY
T105374,2026-04-23,2026-04-26,MSFT,SELL,8262,72.08,UBS,EQ-HK
T105375,2026-04-25,2026-04-26,BAC,SELL,6850,438.53,Barclays,EQ-LDN
T105376,2026-04-17,2026-04-27,TSLA,SELL,4941,366.63,Morgan Stanley,EQ-HK
T105377,2026-04-22,2026-04-28,VOD.L,SELL,9231,183.74,UBS,EQ-HK
T105378,2026-04-20,2026-04-26,AMZN,BUY,7568,139.0,JP Morgan,EQ-NY
T105379,2026-04-26,2026-04-26,BAC,BUY,187,477.58,JP Morgan,EQ-NY
T105380,2026-04-17,2026-04-28,GS,BUY,662,299.26,UBS,EQ-NY
T105381,2026-04-17,2026-04-27,MSFT,SELL,1368,205.15,JP Morgan,EQ-HK
T105382,2026-04-20,2026-04-27,AAPL,BUY,9782,70.01,Citi,EQ-HK
T105383,2026-04-17,2026-04-26,BAC,SELL,5661,124.6,JP Morgan,EQ-NY
T105384,2026-04-21,2026-04-27,JPM,SELL,6145,319.17,Citi,EQ-HK
T105385,2026-04-21,2026-04-28,JPM,SELL,9864,280.9,Barclays,EQ-HK
T105386,2026-04-19,2026-04-27,MSFT,SELL,4754,390.92,JP Morgan,EQ-HK
T105387,2026-04-19,2026-04-28,TSLA,BUY,3271,425.68,Citi,EQ-NY
T105388,2026-04-21,2026-04-26,GOOG,SELL,7612,228.73,UBS,EQ-LDN
T105389,2026-04-24,2026-04-28,TSLA,BUY,7952,95.42,Goldman Sachs,EQ-LDN
T105390,2026-04-22,2026-04-26,MSFT,SELL,2900,406.19,JP Morgan,EQ-NY
T105391,2026-04-25,2026-04-28,TSLA,BUY,6946,299.18,UBS,EQ-HK
T105392,2026-04-22,2026-04-28,JPM,SELL,5138,493.3645,JP Morgan,EQ-NY
T105393,2026-04-18,2026-04-27,VOD.L,SELL,9549,408.36,Morgan Stanley,EQ-LDN
T105394,2026-04-17,2026-04-28,GOOG,BUY,4988,198.08,Citi,EQ-NY
T105395,2026-04-26,2026-04-26,JPM,BUY,4880,242.82,Barclays,EQ-LDN
T105396,2026-04-17,2026-04-28,AAPL,BUY,1243,156.01,Goldman Sachs,EQ-LDN
T105397,2026-04-22,2026-04-26,JPM,SELL,6803,280.4,Citi,EQ-NY
T105398,2026-04-21,2026-04-26,TSLA,SELL,847,369.83,JP Morgan,EQ-NY
T105399,2026-04-20,2026-04-28,VOD.L,SELL,7194,325.62,UBS,EQ-LDN
T105400,2026-04-18,2026-04-27,GOOG,BUY,6545,203.94,Goldman Sachs,EQ-HK
T105401,2026-04-21,2026-04-28,BAC,BUY,3588,420.48,JP Morgan,EQ-HK
T105402,2026-04-22,2026-04-28,GOOG,BUY,9437,97.28,Morgan Stanley,EQ-LDN
T105403,2026-04-20,2026-04-27,JPM,SELL,2204,114.15,UBS,EQ-HK
T105404,2026-04-26,2026-04-26,BAC,SELL,3956,231.87,Barclays,EQ-LDN
T105405,2026-04-22,2026-04-28,MSFT,BUY,5219,366.01,JP Morgan,EQ-LDN
T105406,2026-04-25,2026-04-27,HSBA.L,SELL,5358,362.38,UBS,EQ-LDN
T105407,2026-04-23,2026-04-27,JPM,SELL,2868,216.0147,JP Morgan,EQ-NY
T105408,2026-04-20,2026-04-26,GS,SELL,4159,363.47,Barclays,EQ-NY
T105409,2026-04-22,2026-04-27,JPM,BUY,1908,77.6463,Morgan Stanley,EQ-NY
T105410,2026-04-21,2026-04-26,MSFT,BUY,5580,180.51,Citi,EQ-LDN
T105411,2026-04-25,2026-04-28,GOOG,BUY,509,362.2,Barclays,EQ-NY
T105412,2026-04-24,2026-04-27,AAPL,SELL,745,132.82,Barclays,EQ-HK
T105413,2026-04-20,2026-04-28,BAC,BUY,1651,145.72,Barclays,EQ-HK
T105414,2026-04-25,2026-04-27,GS,BUY,5462,89.1,Citi,EQ-NY
T105415,2026-04-21,2026-04-27,HSBA.L,SELL,1213,214.01,Goldman Sachs,EQ-NY
T105416,2026-04-22,2026-04-28,MSFT,SELL,3687,421.22,UBS,EQ-LDN
T105417,2026-04-17,2026-04-27,HSBA.L,SELL,161,426.36,JP Morgan,EQ-NY
T105418,2026-04-26,2026-04-28,AMZN,SELL,9527,438.06,Citi,EQ-NY
T105419,2026-04-17,2026-04-28,GS,BUY,1827,66.52,Morgan Stanley,EQ-NY
T105420,2026-04-23,2026-04-26,GS,SELL,4692,497.07,JP Morgan,EQ-LDN
T105421,2026-04-25,2026-04-28,AMZN,SELL,8268,276.19,Goldman Sachs,EQ-HK
T105422,2026-04-23,2026-04-26,GS,SELL,3066,442.73,Morgan Stanley,EQ-LDN
T105424,2026-04-25,2026-04-27,AMZN,SELL,5762,281.52,JP Morgan,EQ-NY
T105425,2026-04-19,2026-04-28,GOOG,SELL,8170,72.99,Morgan Stanley,EQ-HK
T105426,2026-04-21,2026-04-27,AMZN,BUY,9704,318.86,Citi,EQ-NY
T105427,2026-04-25,2026-04-26,GOOG,BUY,6800,200.34,JP Morgan,EQ-LDN
T105428,2026-04-21,2026-04-27,AAPL,BUY,3730,143.05,UBS,EQ-LDN
T105429,2026-04-17,2026-04-28,TSLA,BUY,3969,132.13,Goldman Sachs,EQ-LDN
T105430,2026-04-18,2026-04-27,GS,SELL,5300,301.67,UBS,EQ-LDN
T105431,2026-04-20,2026-04-26,BAC,SELL,2139,97.01,UBS,EQ-NY
